NMec = 98495
T = 18
P = 6
Profits not ignored
Solution time = 1.409e-03
Best Profit = 21296
Terminal Cases = 152236
Task date  Profit    P
  0   13    3202     0   
  0   25    3162     1   
  1   11    1226     2   
  3   22    2249     3   
  4   13    1739     4   
  6   23    3326     5   
  7   27    1334     -1  
  9   20    2752     -1  
  11  20    1649     -1  
  12  22    692      2   
  13  29    1738     -1  
  14  19    800      0   
  15  22    1011     4   
  17  25    750      -1  
  18  19    320      -1  
  22  28    1568     0   
  25  29    441      2   
  27  28    331      1   
End
