NMec = 98495
T = 31
P = 3
Profits not ignored
Solution time = 4.359e-01
Best Profit = 39941
Terminal Cases = 59962992
Task date  Profit    P
  2   11    1933     0   
  6   14    1492     1   
  11  20    1963     2   
  11  23    1277     -1  
  13  21    1494     0   
  15  18    705      1   
  16  26    1118     -1  
  17  26    2132     -1  
  17  45    3546     -1  
  21  34    1381     1   
  21  36    1484     2   
  22  46    2123     0   
  23  36    1239     -1  
  23  49    5565     -1  
  27  40    1791     -1  
  31  42    1856     -1  
  33  43    2012     -1  
  34  40    748      -1  
  36  46    1958     1   
  41  56    2494     2   
  43  48    1160     -1  
  46  54    574      -1  
  47  93    6464     0   
  50  65    1653     1   
  54  74    4719     -1  
  62  69    1180     2   
  63  72    2456     -1  
  65  87    3047     -1  
  91  101   1725     1   
  93  99    838      2   
  96  99    945      0   
End
