NMec = 98495
T = 14
P = 5
Profits not ignored
Solution time = 1.510e-04
Best Profit = 19784
Terminal Cases = 9528
Task date  Profit    P
  0   5     1303     0   
  1   13    1526     1   
  1   20    1701     2   
  1   23    4692     3   
  1   25    4798     4   
  2   11    1349     -1  
  6   18    1545     0   
  9   23    2138     -1  
  10  18    2332     -1  
  12  18    1430     -1  
  12  22    1292     -1  
  17  29    2056     1   
  18  25    947      -1  
  23  25    298      0   
End
