NMec = 98495
T = 36
P = 5
Profits not ignored
Solution time = 2.927e+01
Best Profit = 43507
Terminal Cases = 1996997766
Task date  Profit    P
  0   22    4117     0   
  1   14    2945     1   
  5   11    566      2   
  5   28    4575     3   
  6   23    1355     4   
  6   61    7993     -1  
  7   26    2284     -1  
  12  19    578      2   
  13  26    857      -1  
  15  27    2304     1   
  15  41    2298     -1  
  16  25    1714     -1  
  17  33    2606     -1  
  21  28    699      2   
  23  37    1036     0   
  24  35    1503     4   
  25  34    1965     -1  
  25  36    996      -1  
  26  42    1758     -1  
  27  36    1396     -1  
  28  40    756      1   
  28  62    5068     -1  
  29  37    1016     2   
  29  48    2100     3   
  30  41    1781     -1  
  34  38    1109     -1  
  36  58    3852     4   
  37  58    2861     -1  
  39  57    1886     0   
  39  62    1834     2   
  41  57    1786     1   
  42  58    2111     -1  
  48  60    2047     -1  
  49  55    621      3   
  51  69    2047     -1  
  52  60    1003     -1  
End
