NMec = 98495
T = 19
P = 3
Profits not ignored
Solution time = 7.772e-04
Best Profit = 20044
Terminal Cases = 94363
Task date  Profit    P
  2   57    4767     0   
  4   14    1354     1   
  4   20    3135     2   
  8   47    3546     -1  
  10  18    1237     -1  
  11  19    1105     -1  
  13  28    1094     -1  
  23  34    1977     1   
  25  36    1284     2   
  34  40    1680     -1  
  35  47    1664     1   
  38  47    1463     2   
  39  47    995      -1  
  43  52    2175     -1  
  44  45    334      -1  
  44  61    2440     -1  
  49  59    1097     1   
  51  62    1155     2   
  53  62    1823     -1  
End
