NMec = 98495
T = 18
P = 4
Profits not ignored
Solution time = 3.612e-04
Best Profit = 24061
Terminal Cases = 26330
Task date  Profit    P
  1   41    5263     0   
  2   10    1716     1   
  3   18    849      2   
  5   28    1722     3   
  7   27    5885     -1  
  8   16    1256     -1  
  8   24    2543     -1  
  11  17    641      1   
  11  22    1362     -1  
  12  23    2684     -1  
  12  36    3458     -1  
  12  38    6814     -1  
  13  23    1582     -1  
  14  23    2247     -1  
  19  29    2273     1   
  23  44    2471     2   
  24  32    570      -1  
  37  41    550      1   
End
