NMec = 98495
T = 21
P = 4
Profits not ignored
Solution time = 2.157e-03
Best Profit = 27717
Terminal Cases = 163698
Task date  Profit    P
  1   26    2959     0   
  3   16    1303     1   
  5   14    1237     2   
  6   35    4056     3   
  7   29    2387     -1  
  10  18    876      -1  
  11  26    1410     -1  
  15  29    3616     2   
  18  36    2856     1   
  19  29    1795     -1  
  20  30    1623     -1  
  25  42    1959     -1  
  26  35    995      -1  
  27  47    1193     0   
  28  34    916      -1  
  28  37    1119     -1  
  29  41    3578     -1  
  29  50    6395     -1  
  30  47    3543     2   
  31  34    753      -1  
  35  47    1128     -1  
End
