NMec = 98495
T = 30
P = 6
Profits not ignored
Solution time = 1.700e+00
Best Profit = 42212
Terminal Cases = 157432295
Task date  Profit    P
  0   8     1071     0   
  0   12    2324     1   
  2   13    1553     2   
  2   48    6650     3   
  3   15    1343     4   
  4   14    1089     5   
  8   15    1516     -1  
  8   16    930      -1  
  8   28    1967     -1  
  9   15    1003     0   
  10  39    2791     -1  
  12  25    1832     -1  
  13  25    1289     1   
  13  38    5907     -1  
  14  31    4597     2   
  15  23    1045     5   
  18  40    3062     0   
  19  28    2006     4   
  19  39    3647     -1  
  20  33    2621     -1  
  24  29    1188     5   
  25  46    4797     -1  
  26  41    3708     1   
  28  41    1685     -1  
  28  47    3314     -1  
  30  44    3255     4   
  31  41    1439     5   
  32  35    862      2   
  33  38    732      -1  
  34  41    508      -1  
End
