NMec = 98495
T = 14
P = 3
Profits not ignored
Solution time = 2.682e-05
Best Profit = 19219
Terminal Cases = 2444
Task date  Profit    P
  0   43    6544     0   
  1   14    3170     1   
  4   30    5913     2   
  7   17    1081     -1  
  7   21    2440     -1  
  9   31    3512     -1  
  9   31    2831     -1  
  14  21    1246     -1  
  19  32    2525     1   
  22  29    1127     -1  
  28  34    1010     -1  
  28  41    1671     -1  
  29  42    1802     -1  
  34  46    1067     1   
End
