NMec = 98495
T = 25
P = 7
Profits not ignored
Solution time = 5.573e-02
Best Profit = 34920
Terminal Cases = 5466532
Task date  Profit    P
  0   12    1327     0   
  1   21    1907     1   
  1   24    3569     2   
  2   15    3511     3   
  5   11    1387     4   
  6   13    1159     5   
  6   18    1803     6   
  6   30    5574     -1  
  6   35    4675     -1  
  8   26    4140     -1  
  8   31    4199     -1  
  10  21    2845     -1  
  10  26    2235     -1  
  10  30    3130     -1  
  12  29    1558     4   
  13  26    2158     0   
  13  29    1250     -1  
  13  35    2706     -1  
  15  25    2077     5   
  15  26    1243     -1  
  17  28    1966     3   
  17  34    3722     -1  
  23  29    1372     1   
  25  34    1313     2   
  26  27    420      5   
End
