NMec = 98495
T = 18
P = 3
Profits not ignored
Solution time = 6.880e-04
Best Profit = 21551
Terminal Cases = 85232
Task date  Profit    P
  0   44    3929     0   
  1   11    803      1   
  5   13    568      2   
  6   13    2365     -1  
  7   13    634      -1  
  8   14    586      -1  
  18  24    1455     1   
  21  45    5433     2   
  24  37    2948     -1  
  26  31    525      1   
  29  33    1060     -1  
  32  41    975      1   
  33  46    1747     -1  
  35  48    3898     -1  
  42  44    588      1   
  43  51    1415     -1  
  46  55    1341     0   
  55  56    199      1   
End
