NMec = 98495
T = 28
P = 3
Profits not ignored
Solution time = 3.925e-02
Best Profit = 37892
Terminal Cases = 4075250
Task date  Profit    P
  1   19    2942     0   
  5   61    5991     1   
  7   25    1306     2   
  10  24    3761     -1  
  12  19    749      -1  
  13  23    1758     -1  
  17  38    4786     -1  
  18  30    2472     -1  
  18  35    1423     -1  
  19  83    6925     -1  
  25  50    2917     0   
  28  42    3111     2   
  29  39    1404     -1  
  39  44    1313     -1  
  41  51    3128     -1  
  41  59    2884     -1  
  43  59    1341     2   
  44  58    1371     -1  
  46  68    5687     -1  
  47  61    1437     -1  
  56  78    4366     0   
  57  65    1099     -1  
  60  72    1327     2   
  62  78    3526     1   
  63  78    3026     -1  
  65  87    3285     -1  
  69  83    874      -1  
  76  90    2297     2   
End
