NMec = 98495
T = 20
P = 7
Profits not ignored
Solution time = 7.707e-03
Best Profit = 25932
Terminal Cases = 576754
Task date  Profit    P
  0   9     649      0   
  0   13    1324     1   
  0   26    4480     2   
  2   22    2676     3   
  4   11    908      4   
  4   25    5182     5   
  5   12    745      6   
  5   21    1103     -1  
  5   21    1174     -1  
  7   12    741      -1  
  9   20    1371     -1  
  9   27    2542     -1  
  13  28    2184     0   
  14  25    2806     1   
  15  21    497      4   
  16  28    3085     6   
  16  29    927      -1  
  19  28    1427     -1  
  20  21    357      -1  
  22  29    841      4   
End
