NMec = 98495
T = 27
P = 5
Profits not ignored
Solution time = 1.259e-01
Best Profit = 36710
Terminal Cases = 15887616
Task date  Profit    P
  1   10    1697     0   
  2   4     497      1   
  2   8     1199     2   
  3   9     792      3   
  7   17    1013     1   
  9   30    2241     2   
  10  22    2288     3   
  10  29    3225     4   
  11  27    3891     0   
  12  16    569      -1  
  13  26    1653     -1  
  17  36    3532     -1  
  19  29    1762     1   
  19  33    1602     -1  
  21  31    2230     -1  
  21  33    1738     -1  
  21  36    3051     -1  
  24  35    2631     3   
  24  35    1373     -1  
  25  34    1079     -1  
  26  37    2104     -1  
  26  42    3915     -1  
  30  52    2839     0   
  31  48    4242     1   
  32  41    1511     2   
  42  50    2041     2   
  44  50    1229     3   
End
