NMec = 98495
T = 30
P = 5
Profits not ignored
Solution time = 4.255e-01
Best Profit = 45476
Terminal Cases = 52998454
Task date  Profit    P
  0   4     424      0   
  0   13    2131     1   
  1   23    3523     2   
  3   21    4002     3   
  4   20    4264     4   
  4   40    5937     -1  
  5   16    2303     0   
  7   51    3202     -1  
  7   51    11253    -1  
  8   20    2472     -1  
  8   31    4847     -1  
  8   56    4259     -1  
  9   13    526      -1  
  12  33    4102     -1  
  16  26    1519     1   
  17  25    1188     0   
  18  30    2604     -1  
  19  26    957      -1  
  20  41    3164     -1  
  22  44    4858     3   
  25  34    2038     2   
  25  38    2034     4   
  28  50    3624     0   
  29  32    613      1   
  33  39    619      1   
  33  45    1601     -1  
  33  51    1485     -1  
  38  51    3204     2   
  49  54    712      1   
  49  57    939      3   
End
