NMec = 98495
T = 34
P = 6
Profits not ignored
Solution time = 4.770e+01
Best Profit = 51724
Terminal Cases = 3460204652
Task date  Profit    P
  1   8     979      0   
  1   9     1213     1   
  2   3     398      2   
  4   14    2242     2   
  4   15    3220     3   
  6   20    2211     4   
  6   22    2186     5   
  6   53    9173     -1  
  7   13    1343     -1  
  7   22    3897     -1  
  11  16    827      0   
  12  34    2800     1   
  14  24    2400     -1  
  14  25    3264     -1  
  14  26    2243     -1  
  15  24    2427     2   
  15  33    2394     -1  
  21  25    1201     0   
  23  31    748      3   
  24  43    1704     4   
  28  43    2347     0   
  28  46    3980     2   
  30  42    1924     5   
  30  49    5554     -1  
  32  46    1750     3   
  32  51    1519     -1  
  33  47    2043     -1  
  33  54    1704     -1  
  34  54    2762     -1  
  37  56    2610     1   
  42  45    435      -1  
  43  54    1264     5   
  44  56    2060     0   
  45  55    1571     4   
End
