NMec = 98495
T = 15
P = 6
Profits not ignored
Solution time = 2.083e-04
Best Profit = 26583
Terminal Cases = 15964
Task date  Profit    P
  0   26    2105     0   
  1   10    787      1   
  1   28    3654     2   
  2   25    6647     3   
  3   10    1032     4   
  3   28    4858     5   
  4   26    4094     -1  
  5   20    1137     -1  
  5   23    3677     -1  
  7   20    1136     -1  
  9   24    2260     -1  
  10  13    586      -1  
  11  25    2621     1   
  13  21    1480     4   
  19  26    728      -1  
End
