NMec = 98495
T = 18
P = 5
Profits not ignored
Solution time = 1.187e-03
Best Profit = 22528
Terminal Cases = 91560
Task date  Profit    P
  1   11    1764     0   
  1   31    4324     1   
  3   9     878      2   
  3   14    1214     3   
  6   10    575      4   
  8   15    776      -1  
  10  26    2124     2   
  12  31    5312     0   
  13  27    1412     4   
  13  33    2535     -1  
  16  34    1271     3   
  17  20    580      -1  
  17  27    917      -1  
  17  29    1597     -1  
  19  28    1491     -1  
  19  29    1400     -1  
  19  34    2945     -1  
  27  34    857      2   
End
