NMec = 98495
T = 37
P = 7
Profits not ignored
Solution time = 2.934e+02
Best Profit = 55734
Terminal Cases = 26202611224
Task date  Profit    P
  0   3     446      0   
  0   9     1432     1   
  0   52    4929     2   
  1   11    1684     3   
  1   16    2410     4   
  2   10    1978     5   
  4   18    2872     0   
  4   25    1840     6   
  5   26    1765     -1  
  5   28    4167     -1  
  8   24    2257     -1  
  12  25    1971     1   
  13  47    5801     3   
  17  20    488      4   
  18  36    2434     5   
  18  40    3531     -1  
  20  40    6001     0   
  23  43    3383     4   
  25  39    3113     -1  
  25  45    2283     -1  
  26  31    928      1   
  27  39    1105     6   
  29  43    1453     -1  
  31  42    1177     -1  
  31  44    2783     -1  
  32  36    626      1   
  32  44    896      -1  
  34  42    1189     -1  
  34  50    3834     -1  
  35  39    631      -1  
  35  44    1258     -1  
  38  49    2794     1   
  41  52    1836     0   
  43  50    811      5   
  44  52    1044     4   
  49  52    974      3   
  49  52    293      6   
End
