NMec = 98495
T = 24
P = 7
Profits not ignored
Solution time = 3.805e-02
Best Profit = 38332
Terminal Cases = 4000189
Task date  Profit    P
  0   12    1783     0   
  0   15    2038     1   
  0   34    4593     2   
  1   16    1579     3   
  1   26    2749     4   
  2   33    6299     5   
  4   19    3233     6   
  4   20    1336     -1  
  4   34    5200     -1  
  5   6     549      -1  
  6   11    564      -1  
  6   14    1625     -1  
  7   19    915      -1  
  7   25    2561     -1  
  8   15    583      -1  
  8   20    1665     -1  
  8   25    1304     -1  
  12  27    2531     -1  
  12  32    5940     -1  
  13  29    3424     0   
  16  33    1950     1   
  21  32    973      3   
  22  33    2955     6   
  32  33    353      0   
End
