NMec = 98495
T = 31
P = 5
Profits not ignored
Solution time = 2.055e+00
Best Profit = 42471
Terminal Cases = 244789232
Task date  Profit    P
  0   7     717      0   
  1   21    3094     1   
  3   8     346      2   
  3   10    1489     3   
  3   47    8994     4   
  7   12    1239     -1  
  7   19    1893     -1  
  9   18    961      0   
  13  21    1941     2   
  15  21    351      3   
  17  22    1421     -1  
  17  29    2075     -1  
  19  35    1350     0   
  20  36    2720     -1  
  21  44    4408     -1  
  22  40    3907     1   
  23  47    3914     2   
  24  44    2935     3   
  29  44    1457     -1  
  30  50    4012     -1  
  31  50    2305     -1  
  33  46    1354     -1  
  34  36    694      -1  
  36  53    2618     0   
  38  47    918      -1  
  38  53    3376     -1  
  39  53    2338     -1  
  41  56    2531     1   
  43  57    1541     -1  
  51  55    1019     2   
  53  54    267      3   
End
