NMec = 98495
T = 19
P = 8
Profits not ignored
Solution time = 5.166e-03
Best Profit = 30719
Terminal Cases = 434864
Task date  Profit    P
  0   2     689      0   
  0   11    1822     1   
  2   6     634      2   
  2   14    2071     3   
  3   28    4884     0   
  4   28    4066     4   
  5   9     986      5   
  5   29    2223     6   
  6   27    1596     7   
  7   19    2751     2   
  8   29    1908     -1  
  10  21    1366     5   
  11  22    1768     -1  
  11  24    3352     -1  
  14  21    1481     1   
  15  29    2159     3   
  16  22    827      -1  
  19  29    1217     -1  
  20  28    1693     2   
End
