NMec = 98495
T = 16
P = 1
Profits not ignored
Solution time = 3.015e-05
Best Profit = 31767
Terminal Cases = 1517
Task date  Profit    P
  11  21    2087     0   
  14  35    3757     -1  
  28  157   13689    0   
  38  148   28010    -1  
  43  57    1928     -1  
  52  60    2199     -1  
  66  71    1218     -1  
  87  96    1454     -1  
  94  103   1625     -1  
  95  107   815      -1  
  108 115   617      -1  
  112 123   1104     -1  
  129 148   2665     -1  
  132 143   1750     -1  
  139 142   425      -1  
  145 159   2388     -1  
End
