NMec = 98495
T = 29
P = 8
Profits not ignored
Solution time = 1.768e+00
Best Profit = 39105
Terminal Cases = 223384332
Task date  Profit    P
  0   24    2944     0   
  1   12    1437     1   
  2   17    3421     2   
  2   20    2587     3   
  2   20    2864     4   
  4   7     356      5   
  4   24    2697     6   
  5   18    1409     7   
  5   18    2617     -1  
  5   27    3481     -1  
  6   9     710      -1  
  7   13    713      -1  
  7   16    1541     -1  
  9   25    2433     5   
  11  19    2086     -1  
  15  18    488      1   
  15  30    1834     -1  
  16  31    3164     -1  
  16  32    1899     -1  
  17  35    1610     -1  
  18  20    442      2   
  18  28    2481     -1  
  18  36    5496     -1  
  19  31    1270     1   
  21  32    1207     2   
  22  30    1030     3   
  24  29    903      4   
  27  34    1767     0   
  30  36    1580     4   
End
