NMec = 98495
T = 27
P = 7
Profits not ignored
Solution time = 1.490e-01
Best Profit = 36363
Terminal Cases = 19124224
Task date  Profit    P
  2   12    1594     0   
  2   17    1583     1   
  2   21    3715     2   
  3   18    1929     3   
  3   27    1553     4   
  4   18    2394     5   
  4   22    2173     6   
  5   25    4308     -1  
  6   18    2070     -1  
  6   27    6312     -1  
  7   13    1591     -1  
  7   24    4238     -1  
  8   17    568      -1  
  9   21    2760     -1  
  10  17    749      -1  
  10  30    1295     -1  
  13  21    1483     0   
  13  27    1651     -1  
  16  25    2029     -1  
  17  23    1510     -1  
  17  32    1811     -1  
  18  35    1782     1   
  19  27    1617     3   
  22  34    2786     0   
  24  38    2328     2   
  25  37    1150     5   
  30  38    791      3   
End
