NMec = 98495
T = 14
P = 1
Profits not ignored
Solution time = 5.586e-06
Best Profit = 21772
Terminal Cases = 292
Task date  Profit    P
  0   139   19137    0   
  10  120   19379    -1  
  14  36    2253     -1  
  15  28    2325     -1  
  27  44    1801     -1  
  52  54    356      -1  
  70  75    1397     -1  
  71  94    4861     -1  
  76  101   4593     -1  
  83  89    1876     -1  
  88  105   1689     -1  
  110 129   1559     -1  
  124 135   2393     -1  
  128 134   1034     -1  
End
