NMec = 98495
T = 34
P = 5
Profits not ignored
Solution time = 3.906e+00
Best Profit = 38462
Terminal Cases = 360219304
Task date  Profit    P
  7   17    1272     0   
  8   24    1846     1   
  8   65    6266     2   
  9   20    945      3   
  10  18    1918     4   
  10  31    2514     -1  
  10  32    4287     -1  
  13  31    3509     -1  
  15  55    4597     -1  
  17  31    1969     -1  
  17  36    1982     -1  
  22  25    600      0   
  22  30    1127     3   
  22  39    2824     4   
  23  40    2809     -1  
  24  43    3573     -1  
  26  43    2046     0   
  27  36    1900     1   
  29  39    1378     -1  
  29  54    2356     -1  
  30  51    2869     -1  
  31  41    2230     3   
  34  42    873      -1  
  34  50    1903     -1  
  35  40    1533     -1  
  37  46    2499     1   
  37  50    2171     -1  
  39  49    2232     -1  
  40  54    1919     4   
  45  55    1525     0   
  50  59    2619     1   
  50  66    1874     3   
  51  67    1447     -1  
  65  67    770      0   
End
