NMec = 98495
T = 33
P = 8
Profits not ignored
Solution time = 2.955e+01
Best Profit = 48582
Terminal Cases = 2255515850
Task date  Profit    P
  0   1     217      0   
  0   10    1500     1   
  0   41    4573     2   
  1   25    3014     3   
  2   11    1244     0   
  2   14    2721     4   
  2   23    3330     5   
  3   12    1642     6   
  3   14    1052     7   
  3   25    3917     -1  
  3   26    5413     -1  
  4   18    1797     -1  
  5   28    5090     -1  
  7   8     265      -1  
  8   30    1576     -1  
  10  19    610      -1  
  10  28    4122     -1  
  11  26    1565     1   
  14  30    1513     0   
  15  30    1380     4   
  15  36    2616     6   
  17  24    1918     7   
  18  32    1621     -1  
  19  37    1731     -1  
  20  29    2540     -1  
  22  28    855      -1  
  25  33    1122     5   
  25  37    906      7   
  25  38    3348     -1  
  27  41    2545     1   
  28  41    3227     3   
  30  32    550      -1  
  30  39    1887     -1  
End
