NMec = 98495
T = 26
P = 1
Profits not ignored
Solution time = 3.500e-03
Best Profit = 28212
Terminal Cases = 368388
Task date  Profit    P
  5   20    976      0   
  9   19    2409     -1  
  31  53    3449     0   
  47  65    1644     -1  
  69  94    2234     0   
  73  80    1696     -1  
  73  89    1131     -1  
  77  87    1689     -1  
  92  108   2948     -1  
  94  95    537      -1  
  95  118   4279     0   
  100 110   2250     -1  
  108 200   8060     -1  
  120 139   3761     0   
  143 150   946      0   
  149 161   988      -1  
  153 160   903      0   
  159 172   3254     -1  
  184 190   1298     0   
  187 189   534      -1  
  191 199   1443     0   
  194 197   1012     -1  
  215 221   962      0   
  222 227   827      0   
  234 250   3350     0   
  236 242   1146     -1  
End
