NMec = 98495
T = 26
P = 7
Profits not ignored
Solution time = 1.306e-01
Best Profit = 40072
Terminal Cases = 12832988
Task date  Profit    P
  0   14    2384     0   
  2   11    1309     1   
  2   16    1714     2   
  4   28    5677     3   
  4   37    9254     4   
  6   23    3100     5   
  7   16    621      6   
  7   19    1619     -1  
  9   12    426      -1  
  9   21    1796     -1  
  10  18    1721     -1  
  10  34    1850     -1  
  11  19    705      -1  
  12  32    2654     1   
  12  36    6001     -1  
  14  27    2291     -1  
  14  30    2861     -1  
  16  23    1216     0   
  16  25    1153     -1  
  17  30    2889     2   
  18  27    1371     6   
  20  31    1290     -1  
  20  32    2624     -1  
  20  33    2400     -1  
  20  33    1826     -1  
  26  36    999      0   
End
