NMec = 98495
T = 17
P = 5
Profits not ignored
Solution time = 3.092e-04
Best Profit = 21676
Terminal Cases = 30016
Task date  Profit    P
  0   14    1735     0   
  0   18    4610     1   
  3   29    3999     2   
  8   12    698      3   
  9   19    2201     4   
  9   22    1665     -1  
  10  25    1010     -1  
  10  33    2517     -1  
  11  24    1328     -1  
  11  28    4063     -1  
  12  20    2083     -1  
  12  24    2006     -1  
  15  28    1560     0   
  16  29    1431     3   
  16  31    2500     -1  
  21  31    1980     1   
  30  32    272      0   
End
