NMec = 98495
T = 16
P = 8
Profits not ignored
Solution time = 8.799e-04
Best Profit = 25339
Terminal Cases = 59835
Task date  Profit    P
  0   9     2125     0   
  0   20    1965     1   
  1   10    1726     2   
  1   16    1721     3   
  2   22    2025     4   
  4   25    2356     5   
  6   15    1619     6   
  8   22    1188     7   
  8   27    1700     -1  
  9   27    4735     -1  
  11  21    1970     0   
  12  26    2705     2   
  14  29    2314     -1  
  17  21    949      3   
  19  23    1094     6   
  19  25    894      -1  
End
