NMec = 98495
T = 15
P = 3
Profits not ignored
Solution time = 6.245e-05
Best Profit = 23555
Terminal Cases = 5577
Task date  Profit    P
  6   17    841      0   
  7   15    953      1   
  12  32    5394     2   
  14  21    1713     -1  
  15  26    1890     -1  
  16  43    4609     1   
  18  26    2432     0   
  23  39    1805     -1  
  23  48    6102     -1  
  25  48    2438     -1  
  26  37    1527     -1  
  31  36    831      0   
  31  47    3959     -1  
  35  49    3002     2   
  39  43    628      0   
End
