NMec = 98495
T = 18
P = 8
Profits not ignored
Solution time = 2.156e-03
Best Profit = 26698
Terminal Cases = 181338
Task date  Profit    P
  0   7     1408     0   
  1   28    3750     1   
  2   14    2204     2   
  3   25    4928     3   
  3   27    2865     4   
  4   21    2065     5   
  4   23    1783     6   
  4   29    2350     7   
  6   10    682      -1  
  6   11    1083     -1  
  6   18    1875     -1  
  6   29    2463     -1  
  8   11    486      0   
  8   25    2733     -1  
  8   27    1462     -1  
  9   17    1058     -1  
  20  27    1319     0   
  21  28    803      2   
End
