NMec = 98495
T = 30
P = 4
Profits not ignored
Solution time = 2.030e-01
Best Profit = 44278
Terminal Cases = 18071466
Task date  Profit    P
  1   10    1866     0   
  2   72    12474    1   
  5   18    1130     2   
  10  41    3459     3   
  11  20    751      0   
  16  30    2308     -1  
  16  33    1416     -1  
  16  73    10626    -1  
  19  30    1899     2   
  24  37    1526     0   
  24  71    5496     -1  
  26  36    1135     -1  
  26  57    3528     -1  
  27  34    664      -1  
  27  35    744      -1  
  28  49    2237     -1  
  30  46    3123     -1  
  34  54    5381     2   
  39  48    980      0   
  45  50    789      3   
  46  61    1592     -1  
  49  52    485      0   
  49  73    5355     -1  
  50  73    2395     -1  
  50  74    2687     -1  
  52  65    1870     3   
  53  66    2692     0   
  54  63    2008     -1  
  56  67    1379     2   
  60  74    1673     -1  
End
