NMec = 98495
T = 33
P = 2
Profits not ignored
Solution time = 4.125e+00
Best Profit = 36044
Terminal Cases = 429145600
Task date  Profit    P
  0   5     554      0   
  0   9     719      1   
  7   22    1319     0   
  8   19    1272     -1  
  12  86    7305     1   
  14  33    2567     -1  
  16  24    2439     -1  
  20  24    1083     -1  
  31  34    491      0   
  40  52    2240     0   
  48  54    1808     -1  
  51  59    1071     -1  
  53  60    1056     0   
  54  64    1406     -1  
  63  71    1465     0   
  64  82    4405     -1  
  75  80    985      0   
  77  99    3974     -1  
  86  92    530      0   
  93  102   1450     0   
  94  107   2121     1   
  100 111   3004     -1  
  101 110   1119     -1  
  102 115   2307     -1  
  106 110   497      0   
  118 121   626      0   
  120 131   841      1   
  120 132   2183     -1  
  128 136   1348     0   
  135 145   782      1   
  141 147   1459     0   
  153 161   1587     0   
  156 158   500      1   
End
