NMec = 98495
T = 29
P = 7
Profits not ignored
Solution time = 8.122e-01
Best Profit = 35262
Terminal Cases = 104459332
Task date  Profit    P
  0   18    3781     0   
  1   9     1420     1   
  1   14    2120     2   
  1   25    3903     3   
  3   12    839      4   
  3   32    3688     5   
  6   14    1909     6   
  6   21    2980     -1  
  7   17    1061     -1  
  10  21    1162     1   
  10  28    2086     -1  
  10  32    3074     -1  
  10  38    4107     -1  
  11  17    653      -1  
  11  19    1178     -1  
  12  22    1319     -1  
  13  19    853      4   
  14  17    516      -1  
  14  31    2281     -1  
  16  33    2428     2   
  16  36    1625     6   
  17  22    524      -1  
  22  26    716      0   
  24  38    2678     1   
  26  38    809      3   
  29  37    938      0   
  32  37    616      4   
  34  40    920      2   
  34  41    1038     5   
End
