NMec = 98495
T = 23
P = 7
Profits not ignored
Solution time = 1.980e-02
Best Profit = 25313
Terminal Cases = 1587884
Task date  Profit    P
  0   6     1111     0   
  1   21    1581     1   
  1   22    2233     2   
  1   31    4952     3   
  2   6     589      4   
  2   13    923      5   
  2   17    1350     6   
  3   15    1098     -1  
  4   20    2624     -1  
  4   27    2165     -1  
  6   12    753      -1  
  6   23    3690     -1  
  8   17    1802     0   
  8   19    1505     4   
  9   21    1371     -1  
  9   23    1803     -1  
  11  22    2696     -1  
  11  28    2708     -1  
  11  31    2080     -1  
  12  24    2495     -1  
  17  19    627      5   
  17  31    3170     -1  
  19  24    873      0   
End
