NMec = 98495
T = 32
P = 8
Profits not ignored
Solution time = 9.678e+00
Best Profit = 36439
Terminal Cases = 1002805212
Task date  Profit    P
  0   38    4195     0   
  1   10    1038     1   
  2   9     1300     2   
  2   22    1671     3   
  4   14    1372     4   
  5   9     1348     5   
  5   23    2753     6   
  6   11    751      7   
  6   17    1153     -1  
  6   18    2945     -1  
  6   22    3608     -1  
  7   17    2318     -1  
  7   24    3133     -1  
  7   32    4570     -1  
  8   28    2095     -1  
  11  32    2558     1   
  12  20    884      2   
  12  24    1808     5   
  13  18    887      7   
  14  28    1455     -1  
  15  32    1359     4   
  16  23    903      -1  
  17  25    1380     -1  
  20  30    668      7   
  21  27    843      2   
  22  32    1026     -1  
  22  35    1493     -1  
  22  35    2068     -1  
  23  36    2729     3   
  24  28    721      6   
  25  34    987      5   
  35  38    1013     1   
End
