NMec = 98495
T = 25
P = 8
Profits not ignored
Solution time = 1.811e-01
Best Profit = 29991
Terminal Cases = 22392256
Task date  Profit    P
  0   9     627      0   
  0   13    2168     1   
  1   23    4562     2   
  1   24    2263     3   
  2   22    2646     4   
  3   13    1505     5   
  3   16    972      6   
  3   16    3536     7   
  4   16    2076     -1  
  4   16    1825     -1  
  5   21    2272     -1  
  7   16    916      -1  
  8   19    905      -1  
  10  23    923      0   
  13  25    2156     -1  
  16  26    1375     1   
  16  29    906      5   
  17  19    330      6   
  18  26    1643     7   
  18  31    1440     -1  
  19  27    1944     -1  
  21  25    441      6   
  23  31    995      4   
  25  26    392      0   
  28  29    195      0   
End
