NMec = 98495
T = 16
P = 2
Profits not ignored
Solution time = 2.441e-05
Best Profit = 14295
Terminal Cases = 2124
Task date  Profit    P
  19  25    1114     0   
  26  47    1771     0   
  28  50    3914     1   
  31  48    2927     -1  
  34  42    1621     -1  
  37  45    1878     -1  
  37  55    1851     -1  
  38  41    277      -1  
  40  63    4590     -1  
  41  59    4144     -1  
  46  66    2018     -1  
  51  61    1559     0   
  55  72    3043     1   
  59  67    2665     -1  
  61  63    599      -1  
  77  79    632      0   
End
