NMec = 98495
T = 22
P = 2
Profits not ignored
Solution time = 1.812e-03
Best Profit = 21818
Terminal Cases = 160149
Task date  Profit    P
  2   106   9559     0   
  6   20    2178     1   
  13  29    3173     -1  
  14  16    395      -1  
  17  23    975      -1  
  17  27    2275     -1  
  25  39    1177     1   
  26  30    466      -1  
  26  33    770      -1  
  27  94    7394     -1  
  33  41    1290     -1  
  34  41    930      -1  
  44  48    420      1   
  49  62    2598     1   
  51  76    4777     -1  
  53  60    506      -1  
  54  72    4177     -1  
  73  87    2145     1   
  76  92    1151     -1  
  80  84    790      -1  
  81  88    1581     -1  
  86  91    1168     -1  
End
