NMec = 98495
T = 18
P = 7
Profits not ignored
Solution time = 1.830e-03
Best Profit = 22430
Terminal Cases = 221896
Task date  Profit    P
  0   14    1538     0   
  0   16    1057     1   
  0   17    2635     2   
  1   2     397      3   
  1   6     1393     4   
  4   8     1378     3   
  5   12    698      5   
  5   12    690      6   
  6   23    2897     -1  
  6   27    1602     -1  
  6   29    3073     -1  
  8   28    2122     4   
  9   22    2083     3   
  11  16    479      -1  
  13  23    2905     5   
  16  18    349      0   
  21  23    412      0   
  21  28    550      1   
End
