NMec = 98495
T = 21
P = 1
Profits not ignored
Solution time = 8.626e-05
Best Profit = 22559
Terminal Cases = 7725
Task date  Profit    P
  4   161   13861    0   
  12  33    4961     -1  
  17  35    3127     -1  
  22  46    3910     -1  
  37  60    2784     -1  
  48  64    3135     -1  
  50  69    3412     -1  
  63  70    843      -1  
  65  74    1058     -1  
  87  110   5635     -1  
  102 112   1362     -1  
  108 127   1593     -1  
  117 129   823      -1  
  117 132   1488     -1  
  125 131   814      -1  
  138 140   234      -1  
  139 166   4783     -1  
  141 152   2931     -1  
  155 172   1396     -1  
  162 170   1172     0   
  170 183   1499     -1  
End
