NMec = 98495
T = 14
P = 8
Profits not ignored
Solution time = 1.429e-04
Best Profit = 22720
Terminal Cases = 16186
Task date  Profit    P
  1   23    3696     0   
  2   29    1843     1   
  3   13    2477     2   
  3   19    2149     3   
  4   22    3799     4   
  6   26    1792     5   
  7   12    527      6   
  8   22    1944     7   
  10  26    1776     -1  
  16  21    836      2   
  20  22    562      3   
  20  28    1818     6   
  21  28    950      -1  
  26  27    476      0   
End
