NMec = 98495
T = 23
P = 5
Profits not ignored
Solution time = 1.348e-02
Best Profit = 29106
Terminal Cases = 1383567
Task date  Profit    P
  0   23    2946     0   
  0   45    7106     1   
  1   18    2600     2   
  5   13    1099     3   
  5   20    1949     4   
  5   28    2850     -1  
  6   26    1943     -1  
  7   23    2066     -1  
  10  30    4731     -1  
  12  16    707      -1  
  12  19    577      -1  
  13  21    1908     -1  
  17  30    2520     3   
  17  34    2898     -1  
  17  36    2278     -1  
  22  29    704      2   
  23  40    2588     4   
  24  32    1163     0   
  24  37    1300     -1  
  27  44    2430     -1  
  33  43    1661     0   
  37  44    439      2   
  38  44    1047     3   
End
