NMec = 98495
T = 25
P = 4
Profits not ignored
Solution time = 3.013e-02
Best Profit = 33668
Terminal Cases = 2483554
Task date  Profit    P
  0   12    1799     0   
  1   4     826      1   
  1   9     1972     2   
  3   17    3602     3   
  3   18    2109     -1  
  4   44    2850     -1  
  5   19    2221     1   
  10  14    877      2   
  11  44    7295     -1  
  15  34    2318     0   
  20  46    2933     1   
  23  49    2937     2   
  24  35    1268     3   
  25  44    2439     -1  
  28  48    3970     -1  
  29  38    2160     -1  
  31  36    1090     -1  
  33  55    4229     -1  
  34  43    756      -1  
  37  51    1587     0   
  37  59    1682     3   
  40  61    1943     -1  
  42  54    2976     -1  
  45  56    1923     -1  
  47  61    1422     1   
End
