NMec = 98495
T = 28
P = 4
Profits not ignored
Solution time = 3.196e-01
Best Profit = 35256
Terminal Cases = 27983812
Task date  Profit    P
  2   10    1055     0   
  2   19    3575     1   
  6   18    1129     2   
  7   24    1584     3   
  7   64    8518     -1  
  11  14    989      0   
  15  16    182      0   
  16  27    1131     -1  
  16  38    3218     -1  
  22  35    1427     0   
  25  33    905      1   
  26  36    1812     2   
  32  40    804      3   
  33  47    1910     -1  
  38  47    1011     0   
  39  63    2610     1   
  40  49    1294     2   
  41  54    2446     3   
  41  59    4803     -1  
  43  46    480      -1  
  44  57    1380     -1  
  46  62    1151     -1  
  47  55    1443     -1  
  50  63    3699     0   
  52  66    1322     2   
  54  62    1086     -1  
  54  64    2271     -1  
  55  56    192      3   
End
