NMec = 98495
T = 27
P = 2
Profits not ignored
Solution time = 2.285e-02
Best Profit = 35243
Terminal Cases = 1621290
Task date  Profit    P
  0   21    2540     0   
  3   21    4154     1   
  5   30    4563     -1  
  14  18    991      -1  
  14  64    9368     -1  
  20  39    3468     -1  
  21  22    511      -1  
  21  28    1258     -1  
  27  37    1004     0   
  40  98    7101     0   
  42  67    4695     1   
  51  64    1941     -1  
  60  82    2729     -1  
  69  78    2929     1   
  70  81    1711     -1  
  71  83    1513     -1  
  78  83    1646     -1  
  85  91    1418     1   
  90  100   2082     -1  
  92  108   1801     1   
  97  104   881      -1  
  101 124   4932     0   
  103 117   1257     -1  
  110 118   1149     1   
  113 117   645      -1  
  113 119   995      -1  
  117 125   908      -1  
End
