NMec = 98495
T = 17
P = 4
Profits not ignored
Solution time = 4.312e-04
Best Profit = 17937
Terminal Cases = 44439
Task date  Profit    P
  2   19    1525     0   
  3   18    2412     1   
  4   10    1586     2   
  4   26    1554     3   
  4   33    4834     -1  
  6   7     135      -1  
  11  24    1664     2   
  12  22    1442     -1  
  16  26    1401     -1  
  17  19    306      -1  
  18  37    1635     -1  
  21  33    1804     0   
  21  35    2561     1   
  23  30    812      -1  
  29  37    866      2   
  30  42    1551     3   
  31  34    454      -1  
End
