NMec = 98495
T = 19
P = 4
Profits not ignored
Solution time = 8.621e-04
Best Profit = 27598
Terminal Cases = 73496
Task date  Profit    P
  0   16    2928     0   
  5   14    1771     1   
  6   8     368      2   
  8   44    2654     3   
  13  30    1067     2   
  15  24    2161     1   
  16  31    3257     -1  
  18  36    4241     0   
  23  43    3031     -1  
  26  44    1032     1   
  27  42    2419     -1  
  28  43    1751     -1  
  29  43    2277     -1  
  29  46    4855     -1  
  31  46    4193     2   
  34  43    2127     -1  
  35  39    1364     -1  
  36  45    1078     -1  
  41  46    630      0   
End
