NMec = 98491
T = 38
P = 1
Profits ignored
Solution time = 3.675e-01
Programing Tasks = 18
Terminal Cases = 42
Task date  Profit    P
  6   26    1        -1  
  10  28    1        -1  
  19  21    1        0   
  23  45    1        0   
  38  52    1        -1  
  47  50    1        -1  
  48  61    1        0   
  62  78    1        0   
  63  82    1        -1  
  78  90    1        -1  
  79  97    1        0   
  112 127   1        -1  
  125 127   1        -1  
  127 137   1        0   
  139 143   1        -1  
  142 165   1        -1  
  143 159   1        0   
  162 175   1        -1  
  163 344   1        -1  
  165 169   1        -1  
  169 176   1        0   
  181 187   1        0   
  187 208   1        -1  
  201 213   1        0   
  207 226   1        -1  
  221 231   1        0   
  245 259   1        0   
  256 273   1        -1  
  261 266   1        0   
  293 299   1        0   
  319 329   1        0   
  320 330   1        -1  
  321 331   1        -1  
  330 338   1        0   
  330 350   1        -1  
  334 367   1        -1  
  343 350   1        0   
  358 375   1        0   
End
