NMec = 98491
T = 39
P = 2
Profits ignored
Solution time = 9.183e+00
Programing Tasks = 21
Terminal Cases = 1395
Task date  Profit    P
  2   8     1        0   
  2   25    1        1   
  6   92    1        -1  
  10  14    1        0   
  16  56    1        -1  
  23  40    1        -1  
  25  41    1        0   
  36  59    1        1   
  59  80    1        0   
  62  72    1        1   
  62  87    1        -1  
  62  183   1        -1  
  67  82    1        -1  
  77  94    1        -1  
  80  88    1        1   
  81  92    1        0   
  84  96    1        -1  
  90  95    1        -1  
  90  106   1        -1  
  92  167   1        -1  
  93  97    1        0   
  93  107   1        -1  
  95  106   1        1   
  100 113   1        -1  
  105 117   1        0   
  113 117   1        1   
  120 122   1        0   
  125 131   1        0   
  126 147   1        -1  
  127 135   1        1   
  136 143   1        -1  
  140 145   1        -1  
  140 153   1        0   
  140 154   1        1   
  149 169   1        -1  
  154 170   1        -1  
  157 171   1        0   
  158 167   1        1   
  172 186   1        0   
End
