NMec = 98491
T = 33
P = 7
Profits ignored
Solution time = 2.906e+01
Programing Tasks = 24
Terminal Cases = 410
Task date  Profit    P
  0   4     1        0   
  1   17    1        -1  
  3   12    1        -1  
  3   14    1        -1  
  3   22    1        -1  
  4   12    1        1   
  4   16    1        2   
  4   18    1        3   
  5   13    1        0   
  7   11    1        4   
  7   20    1        5   
  8   31    1        -1  
  10  29    1        -1  
  11  13    1        6   
  12  23    1        4   
  12  45    1        -1  
  13  25    1        1   
  15  24    1        0   
  16  18    1        6   
  16  34    1        -1  
  17  19    1        2   
  17  28    1        -1  
  20  22    1        2   
  20  32    1        3   
  22  46    1        5   
  23  28    1        2   
  24  40    1        4   
  25  36    1        0   
  26  27    1        1   
  27  44    1        6   
  34  45    1        1   
  41  43    1        0   
  41  47    1        2   
End
