NMec = 98491
T = 32
P = 3
Profits ignored
Solution time = 6.058e-01
Programing Tasks = 18
Terminal Cases = 3320
Task date  Profit    P
  0   18    1        0   
  2   95    1        -1  
  12  21    1        1   
  21  38    1        -1  
  22  23    1        0   
  25  45    1        0   
  28  47    1        1   
  33  45    1        2   
  34  48    1        -1  
  43  49    1        -1  
  45  58    1        -1  
  46  52    1        0   
  47  54    1        -1  
  48  54    1        1   
  48  56    1        2   
  50  62    1        -1  
  52  66    1        -1  
  53  62    1        0   
  53  94    1        -1  
  60  67    1        1   
  60  77    1        2   
  63  84    1        -1  
  69  84    1        -1  
  74  88    1        -1  
  76  83    1        0   
  77  87    1        -1  
  78  91    1        -1  
  80  88    1        1   
  83  89    1        2   
  85  98    1        0   
  93  97    1        1   
  94  96    1        2   
End
