NMec = 98491
T = 35
P = 6
Profits ignored
Solution time = 3.527e+01
Programing Tasks = 23
Terminal Cases = 726
Task date  Profit    P
  1   14    1        -1  
  1   20    1        -1  
  1   53    1        -1  
  2   13    1        0   
  2   16    1        1   
  2   17    1        2   
  2   52    1        -1  
  3   15    1        3   
  6   18    1        4   
  9   17    1        5   
  12  31    1        -1  
  14  20    1        0   
  14  32    1        -1  
  14  40    1        -1  
  14  49    1        -1  
  16  43    1        -1  
  17  33    1        -1  
  18  27    1        1   
  18  28    1        2   
  18  33    1        3   
  19  26    1        4   
  21  42    1        -1  
  22  31    1        0   
  27  35    1        4   
  29  39    1        1   
  30  44    1        2   
  31  38    1        5   
  33  41    1        0   
  34  55    1        -1  
  37  46    1        3   
  39  50    1        4   
  39  56    1        5   
  43  57    1        0   
  44  48    1        1   
  46  51    1        2   
End
