NMec = 98491
T = 30
P = 8
Profits ignored
Solution time = 1.321e+00
Programing Tasks = 17
Terminal Cases = 10842
Task date  Profit    P
  0   21    1        0   
  1   7     1        1   
  1   24    1        -1  
  3   24    1        -1  
  5   18    1        2   
  5   32    1        -1  
  7   20    1        3   
  7   29    1        -1  
  9   11    1        1   
  9   19    1        4   
  9   23    1        -1  
  10  18    1        5   
  10  34    1        -1  
  11  30    1        -1  
  13  30    1        -1  
  14  23    1        1   
  15  28    1        -1  
  16  27    1        -1  
  16  37    1        -1  
  19  27    1        -1  
  19  30    1        -1  
  19  33    1        2   
  20  34    1        4   
  22  30    1        0   
  22  36    1        3   
  23  25    1        5   
  23  33    1        6   
  23  34    1        7   
  24  31    1        1   
  30  32    1        5   
End
