NMec = 98491
T = 39
P = 7
Profits ignored
Solution time = 3.739e+01
Programing Tasks = 20
Terminal Cases = 88
Task date  Profit    P
  0   35    1        -1  
  1   16    1        0   
  4   51    1        -1  
  5   12    1        1   
  5   51    1        -1  
  7   28    1        -1  
  8   14    1        2   
  9   27    1        -1  
  10  17    1        3   
  11  27    1        -1  
  11  33    1        -1  
  12  22    1        4   
  12  25    1        5   
  13  14    1        1   
  13  24    1        6   
  13  30    1        -1  
  14  36    1        -1  
  15  27    1        -1  
  15  30    1        1   
  15  36    1        -1  
  16  37    1        -1  
  16  41    1        -1  
  19  31    1        0   
  19  40    1        -1  
  20  26    1        2   
  20  29    1        3   
  20  34    1        -1  
  20  35    1        -1  
  23  34    1        -1  
  25  36    1        -1  
  25  38    1        -1  
  25  40    1        4   
  26  37    1        5   
  27  48    1        2   
  27  51    1        6   
  30  53    1        3   
  33  38    1        0   
  34  51    1        1   
  39  46    1        0   
End
