NMec = 98491
T = 38
P = 4
Profits ignored
Solution time = 3.401e+01
Programing Tasks = 21
Terminal Cases = 39097
Task date  Profit    P
  2   12    1        -1  
  2   20    1        -1  
  3   13    1        0   
  4   13    1        1   
  8   16    1        2   
  8   28    1        -1  
  9   19    1        3   
  9   33    1        -1  
  9   73    1        -1  
  10  68    1        -1  
  13  27    1        -1  
  14  31    1        -1  
  16  27    1        0   
  16  38    1        -1  
  17  33    1        -1  
  18  38    1        -1  
  20  25    1        1   
  25  37    1        2   
  25  40    1        3   
  28  51    1        -1  
  32  45    1        0   
  33  38    1        1   
  40  51    1        -1  
  41  60    1        -1  
  41  67    1        -1  
  42  56    1        -1  
  42  62    1        -1  
  43  86    1        1   
  44  50    1        2   
  47  63    1        0   
  50  57    1        3   
  55  57    1        2   
  63  71    1        2   
  66  75    1        0   
  70  80    1        3   
  80  87    1        0   
  83  92    1        2   
  87  93    1        1   
End
