NMec = 98491
T = 32
P = 7
Profits ignored
Solution time = 2.108e+00
Programing Tasks = 17
Terminal Cases = 16548
Task date  Profit    P
  0   45    1        -1  
  1   14    1        -1  
  1   42    1        -1  
  2   13    1        0   
  2   17    1        -1  
  2   22    1        -1  
  4   14    1        1   
  5   44    1        -1  
  7   16    1        2   
  7   28    1        -1  
  7   29    1        -1  
  11  25    1        3   
  11  29    1        -1  
  13  31    1        -1  
  14  15    1        0   
  14  17    1        4   
  14  21    1        5   
  14  25    1        6   
  16  39    1        -1  
  17  35    1        -1  
  18  32    1        -1  
  18  33    1        -1  
  19  22    1        0   
  19  28    1        -1  
  19  43    1        1   
  21  36    1        2   
  22  31    1        4   
  22  32    1        5   
  23  34    1        0   
  26  35    1        3   
  28  36    1        6   
  37  44    1        0   
End
