NMec = 98491
T = 29
P = 7
Profits ignored
Solution time = 2.063e+00
Programing Tasks = 20
Terminal Cases = 12988
Task date  Profit    P
  0   11    1        -1  
  0   39    1        -1  
  1   5     1        0   
  2   9     1        -1  
  2   26    1        -1  
  3   9     1        1   
  3   11    1        -1  
  3   14    1        2   
  3   21    1        3   
  4   25    1        4   
  6   24    1        0   
  8   19    1        5   
  9   15    1        6   
  10  25    1        1   
  12  35    1        -1  
  13  29    1        -1  
  15  19    1        2   
  17  26    1        6   
  20  23    1        2   
  20  41    1        -1  
  21  30    1        -1  
  22  32    1        3   
  24  31    1        2   
  24  38    1        5   
  26  40    1        0   
  27  35    1        1   
  28  34    1        4   
  29  38    1        6   
  32  38    1        2   
End
