NMec = 98491
T = 31
P = 6
Profits ignored
Solution time = 1.822e+00
Programing Tasks = 19
Terminal Cases = 1470
Task date  Profit    P
  1   5     1        0   
  1   10    1        1   
  2   17    1        -1  
  4   17    1        -1  
  5   17    1        2   
  5   45    1        -1  
  6   17    1        0   
  9   34    1        -1  
  9   44    1        -1  
  12  23    1        1   
  13  23    1        3   
  14  31    1        -1  
  14  37    1        -1  
  15  34    1        -1  
  16  28    1        4   
  17  32    1        5   
  17  38    1        -1  
  21  33    1        0   
  27  38    1        -1  
  27  50    1        -1  
  29  36    1        1   
  29  40    1        -1  
  30  39    1        2   
  30  44    1        3   
  30  47    1        4   
  34  50    1        0   
  36  47    1        5   
  37  45    1        1   
  40  43    1        2   
  44  48    1        2   
  45  49    1        3   
End
