NMec = 98491
T = 38
P = 8
Profits ignored
Solution time = 1.904e+02
Programing Tasks = 22
Terminal Cases = 26203
Task date  Profit    P
  0   15    1        -1  
  1   45    1        -1  
  2   13    1        0   
  2   18    1        -1  
  3   19    1        1   
  3   21    1        -1  
  4   29    1        -1  
  5   16    1        2   
  5   22    1        3   
  6   14    1        4   
  8   11    1        5   
  9   28    1        -1  
  10  25    1        -1  
  12  14    1        5   
  12  25    1        6   
  12  38    1        -1  
  13  27    1        -1  
  14  17    1        0   
  14  22    1        7   
  15  23    1        4   
  15  29    1        -1  
  16  26    1        -1  
  16  30    1        -1  
  18  26    1        0   
  18  27    1        2   
  18  33    1        -1  
  18  38    1        -1  
  18  38    1        -1  
  19  29    1        -1  
  21  32    1        1   
  21  34    1        5   
  24  42    1        3   
  25  34    1        4   
  25  35    1        7   
  26  38    1        6   
  28  41    1        0   
  29  47    1        2   
  36  43    1        1   
End
