NMec = 98491
T = 40
P = 8
Profits ignored
Solution time = 6.840e+02
Programing Tasks = 25
Terminal Cases = 4978
Task date  Profit    P
  0   14    1        0   
  3   14    1        1   
  3   30    1        -1  
  4   9     1        2   
  4   15    1        3   
  4   16    1        4   
  5   47    1        -1  
  7   26    1        -1  
  7   48    1        -1  
  8   46    1        -1  
  9   18    1        5   
  9   34    1        -1  
  11  35    1        -1  
  12  35    1        -1  
  13  22    1        2   
  15  25    1        0   
  15  37    1        -1  
  16  25    1        1   
  17  31    1        -1  
  17  34    1        -1  
  18  32    1        -1  
  18  38    1        -1  
  19  23    1        3   
  19  35    1        -1  
  20  31    1        4   
  21  29    1        5   
  21  37    1        6   
  22  34    1        7   
  25  33    1        2   
  26  30    1        0   
  27  47    1        -1  
  28  40    1        1   
  29  46    1        3   
  32  35    1        0   
  32  45    1        4   
  34  47    1        2   
  35  39    1        5   
  35  41    1        7   
  37  45    1        0   
  38  48    1        6   
End
